Product,Monthly_Expense,Purchase_Frequency,Is_Seasonal,Label
Vegetables,1071,19.5,1,0
Eggs,1816,22.8,0,0
Luxury Watch,93383,4.56,1,1
Camera,93576,1.07,0,1
Bread,1941,24.5,0,0
Eggs,1141,10.7,0,0
Bread,958,10.8,0,0
Jewelry,37070,2.15,1,1
Milk,1406,17.5,0,0
Vegetables,935,13.4,0,0
Toothpaste,1305,13.4,0,0
Toothpaste,1273,16.7,0,0
Toothpaste,1261,19.9,0,0
Shampoo,977,27.5,0,0
Shampoo,1681,17.7,0,0
Air Conditioner,96954,2.44,1,1
Perfume,90173,0.09,1,1
Milk,555,27.3,0,0
Camera,85769,0.91,0,1
Eggs,710,15.8,1,0
Laptop,65602,3.07,0,1
Luxury Watch,80192,4.66,1,1
Luxury Watch,21804,2.59,0,1
Luxury Watch,31684,2.7,1,1
Soap,702,17.9,0,0
Shampoo,309,26.1,0,0
Luxury Watch,81934,1.28,1,1
Soap,1041,22.2,1,0
Air Conditioner,68797,3.87,0,1
Salt,648,21.9,1,0
Jewelry,89247,0.53,1,1
Perfume,32676,2.14,1,1
Rice,1289,18.6,1,0
Vegetables,1249,24.8,1,0
Rice,313,28.4,1,0
Luxury Watch,82415,2.38,1,1
Luxury Watch,25039,1.99,1,1
Laptop,93216,4.07,1,1
Gaming Console,73083,3.25,1,1
Rice,1155,20.9,0,0
Shampoo,609,19.7,0,0
Shampoo,678,23.0,1,0
Milk,1715,14.4,0,0
Air Conditioner,20675,1.1,1,1
Salt,1827,20.4,0,0
Toothpaste,1840,27.6,0,0
Gaming Console,73657,2.68,1,1
Soap,1164,29.3,0,0
Bread,1674,11.2,1,0
Shampoo,1593,10.9,0,0
Luxury Watch,5090,2.73,1,1
Eggs,493,26.5,0,0
Salt,1779,22.4,0,0
Cooking Oil,326,11.4,1,0
Eggs,1810,26.8,0,0
Smart TV,81778,3.16,1,1
Milk,1653,29.4,0,0
Gaming Console,21273,2.86,1,1
Laptop,10792,2.86,1,1
Eggs,261,14.8,1,0
Perfume,15547,0.12,1,1
Luxury Watch,91448,2.72,1,1
Perfume,75545,4.37,1,1
Luxury Watch,54604,1.72,1,1
Vegetables,128,21.2,0,0
Smartphone,43121,3.44,0,1
Smartphone,98053,2.71,1,1
Camera,29415,3.1,1,1
Laptop,40652,1.46,1,1
Camera,80051,0.65,1,1
Smartphone,53577,3.74,1,1
Designer Bag,30129,0.88,0,1
Camera,91471,3.33,1,1
Salt,1802,12.4,0,0
Air Conditioner,62099,4.19,1,1
Bread,1894,26.6,1,0
Shampoo,177,12.4,1,0
Smartphone,63448,4.1,0,1
Toothpaste,777,10.2,1,0
Designer Bag,42458,3.29,0,1
Gaming Console,92170,4.67,0,1
Eggs,974,13.4,1,0
Camera,63424,3.18,1,1
Eggs,510,13.9,0,0
Smartphone,63720,4.89,0,1
Gaming Console,77803,2.76,1,1
Jewelry,10166,2.01,1,1
Toothpaste,824,15.8,0,0
Eggs,1745,26.5,1,0
Smartphone,41990,1.91,1,1
Air Conditioner,33607,4.44,1,1
Eggs,1761,20.5,1,0
Toothpaste,416,25.2,1,0
Jewelry,79942,1.07,1,1
Vegetables,1429,17.3,0,0
Bread,181,28.9,0,0
Luxury Watch,58817,0.83,0,1
Designer Bag,14407,4.51,0,1
Cooking Oil,1674,12.9,0,0
Jewelry,51839,1.21,0,1
Designer Bag,35427,3.76,1,1
Toothpaste,1064,16.6,1,0
Smartphone,56231,4.99,0,1
Vegetables,134,20.9,0,0
Rice,721,15.6,0,0
Gaming Console,79381,2.9,0,1
Gaming Console,96861,3.28,1,1
Soap,1459,11.5,1,0
Luxury Watch,23985,1.42,0,1
Smart TV,40954,0.97,1,1
Eggs,436,11.1,1,0
Gaming Console,37825,3.49,1,1
Toothpaste,686,20.4,0,0
Smartphone,8789,2.66,0,1
Camera,84575,0.49,1,1
Laptop,39552,1.84,1,1
Camera,50744,0.81,1,1
Bread,383,23.8,0,0
Salt,1388,26.7,0,0
Shampoo,888,19.4,0,0
Eggs,1425,22.4,0,0
Perfume,77395,1.73,1,1
Air Conditioner,55686,2.96,1,1
Smart TV,58722,2.38,0,1
Designer Bag,32400,4.75,1,1
Luxury Watch,65276,1.78,1,1
Eggs,1159,17.7,1,0
Vegetables,1404,10.1,0,0
Luxury Watch,19048,4.82,1,1
Milk,1619,29.1,1,0
Luxury Watch,43886,1.15,1,1
Smartphone,96297,1.94,0,1
Perfume,53456,4.88,1,1
Eggs,540,27.2,0,0
Salt,225,12.7,0,0
Vegetables,1585,14.7,0,0
Gaming Console,40458,3.07,0,1
Shampoo,1113,27.1,1,0
Luxury Watch,83885,1.99,1,1
Toothpaste,1771,19.2,1,0
Perfume,95148,4.94,0,1
Camera,38241,0.09,1,1
Laptop,39416,4.17,1,1
Air Conditioner,72214,1.76,0,1
Shampoo,1365,26.2,0,0
Smart TV,71389,2.73,0,1
Soap,1081,16.2,0,0
Jewelry,72023,0.99,1,1
Gaming Console,38697,4.59,1,1
Vegetables,674,21.2,0,0
Toothpaste,400,12.6,0,0
Eggs,1660,25.8,0,0
Smart TV,51559,0.18,1,1
Luxury Watch,41272,0.19,0,1
Shampoo,818,15.2,1,0
Toothpaste,1708,26.0,0,0
Eggs,291,17.8,0,0
Laptop,46929,2.24,1,1
Rice,1864,30.0,1,0
Vegetables,1615,15.9,0,0
Gaming Console,48986,4.69,0,1
Laptop,54945,2.96,0,1
Salt,867,13.3,0,0
Designer Bag,56400,1.55,1,1
Milk,1121,15.5,1,0
Milk,1726,20.8,0,0
Perfume,99078,2.93,1,1
Smartphone,25804,0.52,1,1
Eggs,1406,12.6,0,0
Rice,1344,28.3,0,0
Rice,154,27.7,1,0
Salt,1457,24.3,0,0
Toothpaste,693,10.4,0,0
Smartphone,62180,0.61,1,1
Eggs,514,24.6,0,0
Luxury Watch,59316,3.21,0,1
Eggs,861,19.0,0,0
Cooking Oil,1733,21.6,0,0
Smartphone,80780,3.22,1,1
Cooking Oil,977,18.1,1,0
Vegetables,643,14.1,0,0
Camera,41148,0.58,1,1
Designer Bag,66350,4.78,0,1
Perfume,54669,2.98,0,1
Air Conditioner,12218,3.31,1,1
Camera,37704,1.58,0,1
Designer Bag,18187,4.06,1,1
Shampoo,1593,24.8,1,0
Toothpaste,202,24.7,0,0
Smartphone,27675,1.96,1,1
Vegetables,798,22.6,1,0
Air Conditioner,74424,3.92,1,1
Gaming Console,70351,4.51,1,1
Bread,888,12.6,1,0
Laptop,77717,2.93,1,1
Milk,1588,24.2,0,0
Designer Bag,38612,1.06,1,1
Vegetables,820,20.8,0,0
Camera,99204,1.82,1,1
Gaming Console,22050,0.21,1,1
Salt,1764,18.9,0,0
Bread,1700,18.6,1,0
Eggs,1600,16.2,0,0
Smart TV,43613,4.63,0,1
Luxury Watch,41116,3.91,1,1
Milk,651,25.8,0,0
Luxury Watch,32839,4.66,1,1
Camera,13980,1.62,1,1
Perfume,36259,2.5,0,1
Salt,1714,18.4,1,0
Milk,1822,14.9,0,0
Jewelry,88613,0.54,0,1
Jewelry,76240,2.49,1,1
Salt,1588,18.9,1,0
Gaming Console,27330,1.83,1,1
Perfume,36600,3.85,1,1
Bread,1788,27.5,1,0
Luxury Watch,27207,4.05,1,1
Luxury Watch,27978,2.84,0,1
Laptop,56565,1.96,0,1
Salt,1764,27.5,0,0
Cooking Oil,1595,23.1,0,0
Soap,540,29.2,0,0
Vegetables,319,14.4,1,0
Shampoo,528,15.7,0,0
Laptop,15230,3.27,1,1
Perfume,56193,4.47,0,1
Milk,965,18.6,0,0
Smart TV,78176,0.6,1,1
Salt,1891,29.3,0,0
Smartphone,60809,0.73,1,1
Eggs,756,22.2,0,0
Camera,5679,4.77,0,1
Gaming Console,23136,2.56,1,1
Gaming Console,12120,3.5,1,1
Soap,673,11.6,1,0
Vegetables,996,24.9,1,0
Jewelry,42034,4.33,1,1
Laptop,56531,2.34,1,1
Shampoo,1572,23.1,0,0
Luxury Watch,55153,1.58,1,1
Smartphone,33440,2.84,0,1
Camera,8805,2.0,0,1
Laptop,95387,1.78,1,1
Designer Bag,27089,3.18,1,1
Camera,24500,1.19,1,1
Rice,569,22.4,1,0
Milk,1343,29.3,0,0
Eggs,1568,16.5,1,0
Laptop,69545,4.74,0,1
Rice,140,18.0,1,0
Designer Bag,39617,3.85,0,1
Milk,1896,10.0,0,0
Bread,833,26.3,0,0
Rice,1500,29.1,1,0
Eggs,363,15.6,1,0
Eggs,1497,12.0,0,0
Cooking Oil,725,27.9,1,0
Shampoo,1592,17.0,0,0
Camera,65087,2.26,0,1
Perfume,28741,2.64,1,1
Luxury Watch,72418,4.2,1,1
Luxury Watch,87380,4.1,1,1
Rice,322,14.7,0,0
Luxury Watch,69607,3.87,0,1
Cooking Oil,1817,15.9,0,0
Perfume,74617,2.68,1,1
Designer Bag,14549,2.15,1,1
Eggs,1718,15.1,0,0
Designer Bag,55515,3.4,1,1
Gaming Console,45138,3.54,1,1
Rice,920,27.8,0,0
Milk,1749,14.7,0,0
Jewelry,18799,3.84,1,1
Shampoo,154,17.2,0,0
Smartphone,24783,3.61,0,1
Vegetables,1058,13.0,0,0
Eggs,885,18.6,0,0
Laptop,65585,2.09,0,1
Luxury Watch,51965,4.54,1,1
Air Conditioner,27201,2.79,1,1
Gaming Console,39340,2.61,1,1
Smart TV,98834,4.2,1,1
Laptop,29274,4.28,1,1
Toothpaste,753,21.4,0,0
Smart TV,97095,4.49,1,1
Cooking Oil,1585,19.3,0,0
Milk,1082,23.8,1,0
Luxury Watch,92991,0.49,1,1
Jewelry,82993,1.81,0,1
Rice,904,17.7,0,0
Laptop,79810,2.78,0,1
Soap,1474,22.4,0,0
Jewelry,10006,2.99,1,1
Milk,185,18.0,0,0
Perfume,84007,2.95,0,1
Jewelry,58973,2.04,1,1
Laptop,82745,2.54,0,1
Vegetables,118,24.0,0,0
Rice,1106,27.9,1,0
Eggs,1366,28.1,0,0
Bread,142,25.6,0,0
Toothpaste,1579,20.9,0,0
Shampoo,691,21.8,0,0
Salt,1561,24.3,1,0
Laptop,57623,4.77,1,1
Designer Bag,17879,3.18,0,1
Air Conditioner,29023,3.0,1,1
Gaming Console,77768,0.84,1,1
Smart TV,74228,1.92,1,1
Shampoo,1466,16.0,0,0
Salt,123,17.4,1,0
Salt,1498,30.0,1,0
Designer Bag,34969,0.71,0,1
Laptop,27010,4.14,1,1
Shampoo,323,11.2,0,0
Luxury Watch,93530,4.86,1,1
Shampoo,1655,25.6,0,0
Vegetables,738,27.3,0,0
Laptop,43640,1.77,1,1
Smart TV,84717,2.54,1,1
Bread,1773,21.7,0,0
Laptop,42431,4.57,1,1
Laptop,56811,3.93,1,1
Laptop,55794,3.83,0,1
Smartphone,77865,2.72,1,1
Designer Bag,77249,3.61,0,1
Vegetables,259,20.3,0,0
Soap,524,24.9,0,0
Shampoo,1459,10.5,0,0
Laptop,56656,1.92,1,1
Shampoo,1428,14.1,1,0
Soap,907,21.3,0,0
Designer Bag,68507,1.99,1,1
Soap,1336,29.7,0,0
Shampoo,217,25.9,0,0
Camera,67286,2.51,0,1
Rice,810,16.6,0,0
Shampoo,1872,21.7,1,0
Shampoo,218,19.8,0,0
Jewelry,43447,2.25,1,1
Luxury Watch,91164,3.72,0,1
Soap,1759,18.5,1,0
Perfume,31076,4.95,1,1
Jewelry,78953,3.89,0,1
Luxury Watch,22327,4.7,1,1
Bread,1167,17.7,0,0
Milk,521,26.8,1,0
Smart TV,25987,0.37,0,1
Milk,600,27.8,0,0
Bread,1973,23.6,1,0
Milk,1709,23.5,0,0
Perfume,44919,2.18,0,1
Cooking Oil,1789,15.9,1,0
Vegetables,321,28.6,0,0
Salt,1250,14.5,1,0
Luxury Watch,80835,0.69,1,1
Milk,907,16.2,0,0
Salt,1300,24.8,0,0
Gaming Console,66834,0.1,1,1
Soap,1546,16.6,0,0
Toothpaste,534,14.5,0,0
Gaming Console,15685,2.29,1,1
Salt,1470,18.4,1,0
Air Conditioner,64699,0.73,1,1
Soap,1049,14.3,0,0
Perfume,83685,0.19,0,1
Milk,1798,11.3,0,0
Bread,988,12.2,1,0
Luxury Watch,35205,4.89,1,1
Bread,155,17.6,0,0
Soap,329,16.1,1,0
Milk,382,25.2,1,0
Air Conditioner,93893,0.79,1,1
Soap,891,22.5,0,0
Cooking Oil,356,25.9,0,0
Luxury Watch,5477,3.12,0,1
Vegetables,629,13.2,0,0
Laptop,40505,3.25,1,1
Toothpaste,1658,21.9,0,0
Camera,96338,4.85,1,1
Toothpaste,605,23.2,1,0
Luxury Watch,45299,4.34,1,1
Laptop,92754,1.84,1,1
Soap,269,27.0,0,0
Salt,1412,17.0,0,0
Milk,1371,10.9,0,0
Soap,640,14.1,0,0
Milk,1556,19.5,0,0
Bread,473,29.3,0,0
Designer Bag,75362,0.06,0,1
Luxury Watch,8286,1.64,0,1
Air Conditioner,57942,2.07,0,1
Perfume,62847,3.74,1,1
Gaming Console,66482,2.25,1,1
Toothpaste,389,14.6,1,0
Eggs,1931,11.3,1,0
Vegetables,629,22.8,1,0
Jewelry,59155,2.01,1,1
Designer Bag,65412,2.06,0,1
Toothpaste,1344,11.3,1,0
Toothpaste,960,19.1,0,0
Bread,1499,28.7,0,0
Soap,1879,12.3,0,0
Soap,1574,17.7,1,0
Rice,1681,11.5,1,0
Air Conditioner,57077,0.98,0,1
Smart TV,53000,3.22,0,1
Bread,362,10.7,0,0
Smartphone,25143,3.24,1,1
Cooking Oil,1587,15.5,1,0
Air Conditioner,14773,3.54,1,1
Cooking Oil,1758,26.9,1,0
Jewelry,33105,4.75,1,1
Rice,720,29.4,1,0
Smart TV,84828,3.7,0,1
Cooking Oil,993,22.2,1,0
Luxury Watch,45926,0.39,1,1
Soap,440,20.3,1,0
Bread,937,22.0,0,0
Laptop,18938,4.66,0,1
Bread,1551,22.7,0,0
Toothpaste,1313,29.9,0,0
Shampoo,1210,27.0,0,0
Air Conditioner,33832,4.59,0,1
Smart TV,68664,3.19,0,1
Smartphone,12800,0.94,1,1
Milk,1110,20.7,0,0
Toothpaste,580,23.5,0,0
Salt,880,28.6,0,0
Camera,69019,4.94,1,1
Eggs,1648,19.8,0,0
Air Conditioner,6117,0.83,0,1
Bread,1697,27.3,0,0
Milk,935,21.5,1,0
Jewelry,91736,1.65,1,1
Designer Bag,34425,0.36,1,1
Air Conditioner,7352,1.12,0,1
Smartphone,66078,3.28,1,1
Air Conditioner,33982,0.35,1,1
Smart TV,90960,1.71,1,1
Smartphone,47740,4.61,1,1
Jewelry,98796,0.45,1,1
Milk,904,18.3,1,0
Gaming Console,21881,1.38,0,1
Designer Bag,38927,2.94,1,1
Shampoo,276,18.6,0,0
Perfume,76247,3.66,0,1
Camera,53629,0.38,1,1
Luxury Watch,30891,0.68,0,1
Smart TV,19287,1.6,1,1
Perfume,17734,1.57,1,1
Salt,264,14.6,0,0
Gaming Console,69304,3.83,0,1
Salt,1245,20.1,0,0
Bread,414,12.8,0,0
Soap,1160,16.6,0,0
Designer Bag,72178,1.41,1,1
Camera,36487,1.48,1,1
Bread,176,22.3,0,0
Jewelry,85320,3.26,1,1
Luxury Watch,43211,0.93,0,1
Salt,1807,13.1,0,0
Smart TV,76071,4.58,1,1
Shampoo,1684,22.5,0,0
Shampoo,1566,19.2,0,0
Smartphone,50025,3.87,1,1
Bread,1128,21.3,0,0
Gaming Console,44821,0.6,1,1
Vegetables,884,28.4,0,0
Vegetables,1922,20.7,0,0
Milk,295,12.8,0,0
Toothpaste,537,24.9,0,0
Jewelry,78286,1.97,1,1
Toothpaste,1219,27.7,1,0
Laptop,64194,3.96,1,1
Cooking Oil,955,11.1,1,0
Camera,59012,0.62,1,1
Gaming Console,11942,1.91,0,1
Soap,1680,12.1,1,0
Shampoo,1922,17.8,1,0
Jewelry,13757,3.22,1,1
Salt,1014,13.0,0,0
Salt,401,25.2,1,0
Eggs,1851,24.0,1,0
Designer Bag,84161,1.45,1,1
Toothpaste,1796,11.5,0,0
Perfume,73171,2.59,1,1
Jewelry,17411,0.99,1,1
Milk,1138,23.8,0,0
Soap,236,27.0,0,0
Air Conditioner,79364,0.26,1,1
Salt,1435,21.5,0,0
Vegetables,657,28.1,1,0
Bread,1982,19.4,0,0
Soap,854,16.9,0,0
Designer Bag,79179,0.14,0,1
Smartphone,79747,3.78,1,1
Jewelry,23033,2.1,1,1
Rice,409,16.4,0,0
Laptop,68799,2.76,1,1
Laptop,89843,4.09,1,1
Smartphone,73217,0.6,0,1
Eggs,1149,28.6,1,0
Bread,1318,12.3,0,0
Camera,83672,4.68,1,1
Luxury Watch,77379,4.83,1,1
Camera,46398,1.01,1,1
Gaming Console,49443,0.88,0,1
Designer Bag,65367,1.85,1,1
Salt,468,25.4,0,0
Shampoo,1756,23.1,0,0
Soap,768,12.3,0,0
Soap,1427,20.5,1,0
Luxury Watch,7339,4.28,1,1
Luxury Watch,70934,0.19,1,1
Designer Bag,12561,2.05,0,1
Laptop,73828,3.34,1,1
Eggs,1388,27.8,0,0
Air Conditioner,39760,3.8,1,1
Rice,706,25.0,0,0
Air Conditioner,85217,0.23,0,1
Luxury Watch,98857,4.88,1,1
Laptop,61224,5.0,1,1
Soap,767,14.1,1,0
Milk,1637,13.4,0,0
Bread,187,16.9,1,0
Smartphone,23023,1.09,1,1
Luxury Watch,63264,2.48,0,1
Luxury Watch,15262,3.44,1,1
Milk,1607,15.1,0,0
Gaming Console,91407,0.77,0,1
Laptop,53388,2.78,0,1
Jewelry,31784,4.34,0,1
Eggs,1761,26.2,1,0
Luxury Watch,52430,3.33,1,1
Rice,1197,19.8,0,0
Perfume,85089,1.82,1,1
Eggs,1328,12.8,0,0
Luxury Watch,58795,2.98,1,1
Bread,551,20.2,0,0
Designer Bag,66376,3.09,1,1
Eggs,1327,19.9,0,0
Vegetables,1722,29.6,1,0
Laptop,22398,2.7,1,1
Laptop,17455,0.27,1,1
Gaming Console,55702,3.05,1,1
Camera,94324,4.06,1,1
Jewelry,38155,1.01,1,1
Vegetables,723,27.1,0,0
Milk,988,19.0,0,0
Shampoo,1155,16.8,1,0
Gaming Console,98944,4.49,1,1
Air Conditioner,10123,1.4,1,1
Bread,1602,18.8,0,0
Smartphone,24711,3.62,1,1
Luxury Watch,25919,3.12,1,1
Shampoo,1416,22.1,0,0
Air Conditioner,61999,1.93,1,1
Smart TV,22805,1.32,1,1
Gaming Console,7223,1.27,1,1
Laptop,31591,0.26,1,1
Camera,11576,3.85,1,1
Vegetables,1342,11.8,1,0
Laptop,10300,3.11,1,1
Milk,1032,12.6,1,0
Vegetables,1550,18.5,0,0
Camera,45037,4.71,1,1
Cooking Oil,919,13.4,0,0
Designer Bag,88402,0.91,1,1
Camera,44706,3.27,1,1
Designer Bag,37790,1.59,1,1
Soap,195,24.8,0,0
Air Conditioner,5567,2.23,1,1
Milk,999,13.3,0,0
Shampoo,191,13.4,0,0
Bread,1223,13.8,0,0
Rice,1754,23.0,0,0
Milk,897,29.2,1,0
Laptop,28141,4.73,1,1
Bread,1185,21.8,0,0
Cooking Oil,1501,26.7,1,0
Cooking Oil,1631,10.9,0,0
Camera,22990,1.3,1,1
Luxury Watch,54592,0.81,1,1
Luxury Watch,39512,1.43,1,1
Salt,1651,23.6,1,0
Smartphone,95941,4.72,1,1
Shampoo,1134,17.0,0,0
Eggs,1134,23.7,0,0
Camera,56892,0.28,1,1
Soap,1590,21.6,0,0
Rice,1049,11.2,0,0
Smart TV,81360,0.76,0,1
Smart TV,20682,0.22,1,1
Camera,7791,1.4,1,1
Rice,1700,10.4,1,0
Perfume,84845,4.1,0,1
Luxury Watch,80105,1.17,0,1
Vegetables,1279,13.0,0,0
Luxury Watch,45490,4.05,1,1
Bread,1550,24.5,0,0
Shampoo,1390,19.3,0,0
Designer Bag,5290,1.01,1,1
Eggs,1564,22.9,0,0
Laptop,92852,2.02,0,1
Camera,54904,1.13,1,1
Designer Bag,36314,0.3,0,1
Bread,841,20.0,1,0
Gaming Console,32192,1.09,1,1
Toothpaste,188,12.4,0,0
Smart TV,5571,4.76,1,1
Milk,987,16.5,0,0
Shampoo,142,21.1,0,0
Toothpaste,1522,14.7,1,0
Jewelry,10493,4.03,1,1
Luxury Watch,28961,2.74,1,1
Laptop,13353,4.5,0,1
Air Conditioner,31317,4.44,0,1
Laptop,46055,3.76,0,1
Jewelry,56678,0.68,1,1
Vegetables,1875,26.2,1,0
Laptop,36016,4.88,1,1
Laptop,24487,1.32,1,1
Cooking Oil,681,21.4,0,0
Milk,568,16.4,0,0
Eggs,1833,19.6,0,0
Bread,380,23.3,0,0
Smartphone,24032,3.41,0,1
Soap,654,18.0,0,0
Cooking Oil,1291,25.2,1,0
Laptop,39423,1.83,1,1
Cooking Oil,209,17.9,0,0
Jewelry,6891,0.75,1,1
Shampoo,1935,16.2,0,0
Laptop,77493,4.95,0,1
Shampoo,605,14.8,0,0
Gaming Console,30612,3.52,1,1
Salt,1685,29.0,0,0
Luxury Watch,76322,0.94,0,1
Salt,1836,16.8,0,0
Smart TV,52653,3.42,1,1
Vegetables,241,16.8,0,0
Designer Bag,73800,2.12,1,1
Luxury Watch,17948,3.41,0,1
Rice,1969,26.2,0,0
Salt,1693,12.4,1,0
Shampoo,845,25.2,1,0
Soap,1843,23.1,0,0
Salt,921,14.4,0,0
Toothpaste,135,10.1,1,0
Smartphone,98287,3.07,0,1
Perfume,87563,1.91,1,1
Eggs,1300,12.3,0,0
Luxury Watch,81971,0.84,0,1
Camera,28189,0.07,1,1
Soap,315,28.2,0,0
Laptop,6953,3.34,0,1
Luxury Watch,45515,3.79,1,1
Eggs,446,19.3,0,0
Bread,842,23.6,0,0
Soap,1196,28.0,0,0
Luxury Watch,94934,4.37,1,1
Air Conditioner,64858,4.86,0,1
Toothpaste,1291,29.0,0,0
Toothpaste,1583,19.9,0,0
Vegetables,457,22.8,1,0
Soap,1723,28.0,0,0
Shampoo,1644,18.0,0,0
Cooking Oil,162,12.1,1,0
Jewelry,21594,2.58,1,1
Vegetables,720,20.3,0,0
Jewelry,55898,2.92,1,1
Rice,1662,10.1,1,0
Jewelry,14581,2.13,1,1
Vegetables,2000,24.2,0,0
Luxury Watch,69519,2.28,1,1
Jewelry,66912,1.66,1,1
Laptop,68913,0.87,1,1
Jewelry,57527,4.7,1,1
Gaming Console,40612,4.31,1,1
Vegetables,511,15.2,0,0
Air Conditioner,87035,0.65,1,1
Eggs,966,14.3,1,0
Perfume,32911,4.27,1,1
Soap,1639,21.6,0,0
Cooking Oil,735,23.2,1,0
Eggs,1555,26.8,0,0
Salt,818,29.2,0,0
Air Conditioner,53123,1.18,0,1
Shampoo,1556,14.2,1,0
Salt,1505,28.4,1,0
Toothpaste,939,14.8,0,0
Perfume,63084,1.04,1,1
Air Conditioner,85738,3.46,0,1
Soap,214,19.0,0,0
Bread,248,23.1,0,0
Designer Bag,69673,3.2,0,1
Salt,779,17.8,0,0
Smartphone,98578,3.93,1,1
Jewelry,96860,2.39,0,1
Smartphone,58698,0.09,0,1
Bread,1598,22.4,0,0
Jewelry,34047,4.01,1,1
Shampoo,416,11.5,0,0
Bread,1348,16.7,0,0
Air Conditioner,14300,3.34,0,1
Jewelry,83130,1.8,1,1
Air Conditioner,53789,2.9,1,1
Gaming Console,41312,1.98,1,1
Cooking Oil,800,16.6,0,0
Camera,16900,1.79,0,1
Eggs,571,19.5,1,0
Gaming Console,63602,2.16,0,1
Bread,1232,23.2,1,0
Eggs,1199,21.3,1,0
Eggs,417,24.1,0,0
Cooking Oil,466,12.8,0,0
Rice,796,15.0,0,0
Salt,422,22.6,0,0
Perfume,57092,3.91,0,1
Laptop,34008,0.96,1,1
Vegetables,1047,15.7,0,0
Cooking Oil,1040,23.2,0,0
Gaming Console,81148,2.88,1,1
Gaming Console,46103,2.17,1,1
Toothpaste,1619,21.3,0,0
Jewelry,15934,3.01,1,1
Luxury Watch,52420,2.13,0,1
Rice,560,12.8,0,0
Toothpaste,1297,16.9,1,0
Air Conditioner,10413,3.42,0,1
Gaming Console,21177,2.96,1,1
Shampoo,1494,23.0,0,0
Vegetables,1924,15.3,0,0
Shampoo,1992,27.4,0,0
Smartphone,29905,3.42,1,1
Shampoo,1049,16.6,0,0
Camera,47698,3.84,1,1
Milk,1349,10.1,1,0
Rice,1595,23.6,0,0
Cooking Oil,1975,26.8,1,0
Gaming Console,73303,3.72,0,1
Milk,1373,27.7,0,0
Eggs,1630,15.6,0,0
Cooking Oil,1008,29.4,1,0
Camera,23079,4.04,0,1
Milk,1921,20.5,1,0
Designer Bag,30479,0.31,1,1
Eggs,1696,21.8,1,0
Jewelry,41074,2.74,1,1
Toothpaste,1281,17.8,1,0
Soap,1996,20.4,1,0
Smart TV,85688,3.68,0,1
Designer Bag,21906,3.97,1,1
Smart TV,27702,2.49,1,1
Laptop,92369,1.37,1,1
Gaming Console,14455,0.4,0,1
Jewelry,26565,0.84,1,1
Designer Bag,5808,0.59,0,1
Air Conditioner,68927,4.1,1,1
Bread,541,14.9,0,0
Bread,1859,29.8,1,0
Laptop,83484,1.94,0,1
Luxury Watch,21021,0.91,1,1
Perfume,93522,0.86,1,1
Gaming Console,78484,1.41,1,1
Rice,1221,25.4,1,0
Designer Bag,82740,1.66,0,1
Eggs,1253,25.9,0,0
Bread,949,15.8,0,0
Soap,1855,18.7,0,0
Shampoo,1667,22.9,0,0
Gaming Console,37807,4.67,0,1
Air Conditioner,43921,2.44,0,1
Toothpaste,770,17.3,0,0
Eggs,895,29.2,0,0
Salt,367,14.9,1,0
Salt,1160,15.5,1,0
Toothpaste,1834,28.6,1,0
Jewelry,93666,4.46,1,1
Rice,755,23.6,0,0
Gaming Console,97297,0.72,1,1
Luxury Watch,31318,0.32,1,1
Air Conditioner,81134,0.45,1,1
Rice,470,17.5,0,0
Salt,1061,12.3,1,0
Cooking Oil,1447,14.0,0,0
Smart TV,31112,1.79,1,1
Smart TV,45580,2.75,1,1
Smartphone,41660,1.38,0,1
Milk,1572,15.5,0,0
Shampoo,575,22.3,1,0
Toothpaste,474,23.0,1,0
Milk,1119,25.6,0,0
Shampoo,1151,24.6,1,0
Soap,1025,17.7,1,0
Cooking Oil,1624,25.3,0,0
Camera,26066,1.23,1,1
Camera,16329,0.18,0,1
Eggs,1407,23.8,0,0
Eggs,1573,17.6,0,0
Soap,1321,15.3,0,0
Soap,1276,27.0,1,0
Luxury Watch,17444,4.43,1,1
Rice,232,11.1,0,0
Milk,788,17.0,0,0
Jewelry,31120,2.73,1,1
Luxury Watch,33161,3.18,0,1
Soap,578,12.9,0,0
Eggs,1012,26.7,0,0
Smart TV,20017,1.77,0,1
Salt,257,12.3,0,0
Smart TV,11290,4.42,1,1
Laptop,35353,3.22,1,1
Jewelry,55575,4.12,1,1
Eggs,315,29.8,0,0
Gaming Console,74399,1.94,1,1
Cooking Oil,1990,11.6,1,0
Smartphone,75957,3.97,1,1
Soap,1458,22.0,0,0
Camera,7288,1.56,0,1
Perfume,77167,0.35,0,1
Salt,1373,15.0,0,0
Luxury Watch,82886,2.09,0,1
Salt,840,17.0,0,0
Gaming Console,20237,2.13,1,1
Cooking Oil,1286,17.7,1,0
Designer Bag,85700,1.08,1,1
Smart TV,44098,2.62,1,1
Bread,1241,12.2,1,0
Rice,1688,17.9,0,0
Bread,288,13.1,0,0
Bread,1806,18.4,1,0
Eggs,1367,25.2,1,0
Rice,629,16.6,0,0
Toothpaste,1434,22.7,0,0
Camera,22992,3.48,1,1
Designer Bag,46151,4.24,1,1
Smartphone,73868,2.4,0,1
Cooking Oil,165,27.7,0,0
Milk,2000,17.4,0,0
Salt,774,24.7,1,0
Laptop,51663,3.48,1,1
Camera,47528,0.85,1,1
Milk,804,18.7,0,0
Luxury Watch,90225,3.79,1,1
